Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Students
2011,Spring,2011-sp,CMN,323,Argumentation,LCD,0,3,11,0,4,2,0,1,1,0,0,0,0,0,"Hill, Ian E",22
2011,Spring,2011-sp,CMN,323,Argumentation,LCD,2,4,5,2,2,4,1,1,0,0,0,0,1,0,"Hill, Ian E",22
2011,Spring,2011-sp,CMN,326,Mass Media and the Audience,LCD,1,4,1,6,2,5,3,4,0,3,3,1,0,0,"Dixon, Travis L",33
2011,Spring,2011-sp,CMN,336,Family Communication,LCD,0,3,5,6,6,4,2,1,1,1,0,1,0,0,"Enyart, Sylvia",30
2011,Spring,2011-sp,CMN,336,Family Communication,LCD,0,5,2,2,2,4,7,3,3,0,0,0,0,1,"Enyart, Sylvia",28
2011,Spring,2011-sp,CMN,368,Sexual Communication,LCD,0,63,51,36,86,35,28,26,7,6,10,5,8,2,"Bond, Bradley J",361
2011,Spring,2011-sp,CMN,375,Popular Media and Culture,LEC,0,47,39,42,35,9,24,18,12,7,3,0,8,1,"Gill, Patricia A",244
2011,Spring,2011-sp,CMN,377,Public Relations & Propaganda,LCD,1,5,10,10,2,1,1,2,1,0,0,0,0,0,"Stole, Inger L",33
2011,Spring,2011-sp,CMN,396,Special Topics in Comm,LCD,0,4,4,2,5,5,3,4,2,0,0,0,0,0,"Murphy, John M",29
2011,Spring,2011-sp,CMN,396,Special Topics in Comm,LCD,1,8,3,3,8,4,0,1,1,1,1,0,0,1,"Bishop, Mardia J",31
2011,Spring,2011-sp,CMN,396,Special Topics in Comm,LCD,0,9,4,2,2,1,1,2,1,1,1,0,0,0,"Cooper, Katherine",24
2011,Spring,2011-sp,CMN,410,Workplace Comm Technology,LCD,0,19,9,3,3,0,0,0,0,0,0,0,0,0,"Shumate, Michelle",34
2011,Spring,2011-sp,CMN,411,Organizational Comm Assessment,LCD,0,9,10,4,2,1,0,1,1,0,0,0,0,0,"Faughn, Shirley J",28
2011,Spring,2011-sp,CMN,412,Adv Organizational Comm,LCD,0,12,5,7,7,0,1,1,0,0,0,0,0,0,"Lammers, John C",33
2011,Spring,2011-sp,CMN,415,Classical Rhetorics,LCD,0,11,3,4,2,1,1,1,0,0,0,0,0,0,"Ogorman, Thomas E",23
2011,Spring,2011-sp,CMN,427,Children and the Media,LCD,1,1,3,5,8,2,2,2,3,3,1,3,0,0,"Harrison, Kristen",34
2011,Spring,2011-sp,CMN,429,Race and the Mass Media,LCD,0,3,2,7,1,5,2,3,2,1,0,1,0,1,"Dixon, Travis L",27
2011,Spring,2011-sp,CMN,432,Gender and Language,LCD,0,28,4,4,0,1,0,0,0,0,0,0,0,0,"Giorgio, Grace A",37
2011,Spring,2011-sp,CMN,437,Comm in Personal Relationships,LCD,9,2,2,2,1,1,2,3,1,0,0,0,0,1,"Knobloch, Leanne",23
2011,Spring,2011-sp,CMN,462,Interpersonal Health Comm,LCD,0,6,2,5,7,9,3,2,0,0,0,0,0,0,"Huhman, Marian",34
2011,Spring,2011-sp,CMN,463,Organizational Health Comm,LCD,1,12,11,2,5,1,2,0,1,0,0,0,0,0,"Lammers, John C",35
2011,Spring,2011-sp,CMN,464,Health Communication Campaigns,LCD,2,10,10,5,5,2,1,0,0,0,0,0,0,0,"Quick, Brian L",35
2011,Spring,2011-sp,CMN,465,Social Marketing Health&Behav,LCD,0,10,10,11,5,0,0,0,0,0,0,0,0,0,"Huhman, Marian",36
2011,Spring,2011-sp,CMN,476,Commercialism and the Public,LCD,0,13,14,2,4,0,3,0,0,0,0,0,0,0,"Stole, Inger L",36
2011,Spring,2011-sp,CMN,496,Adv Topics in Communication,LCD,2,5,2,1,2,3,6,4,3,3,0,1,2,0,"Wright, Trina J",34
2011,Spring,2011-sp,CMN,496,Adv Topics in Communication,LCD,0,15,4,1,1,0,0,0,0,0,0,0,1,1,"Jacobs, Curtis S",22
2011,Spring,2011-sp,CMN,496,Adv Topics in Communication,LCD,0,7,4,4,8,2,1,0,0,0,0,0,2,0,"Jacobs, Curtis S",28
2011,Spring,2011-sp,CMN,496,Adv Topics in Communication,LCD,0,12,6,2,0,0,1,0,0,0,0,0,1,1,"Miller, Peggy J",22
2011,Spring,2011-sp,CMN,496,Adv Topics in Communication,LCD,0,8,5,4,4,0,0,0,0,0,0,0,0,0,"Wright, Trina J",21
2011,Spring,2011-sp,CPSC,112,Introduction to Crop Sciences,LAB,1,5,2,2,4,2,1,3,5,1,2,0,1,0,"Stoller, Patricia A",29
2011,Spring,2011-sp,CPSC,112,Introduction to Crop Sciences,LAB,0,0,3,3,3,2,2,6,3,1,0,2,0,0,"Stoller, Patricia A",25
2011,Spring,2011-sp,CPSC,116,The Global Food Production Web,LCD,0,172,0,0,13,0,0,1,0,0,1,0,0,0,"Bohn, Martin O",187
2011,Spring,2011-sp,CPSC,241,Intro to Applied Statistics,LEC,1,8,0,1,7,0,0,8,0,0,2,1,3,0,"Bullock, Donald G",31
2011,Spring,2011-sp,CPSC,261,Biotechnology in Agriculture,LCD,0,16,0,0,13,0,0,4,0,0,0,0,0,0,"Moose, Stephen P",33
2011,Spring,2011-sp,CPSC,336,Tomorrow's Environment,LCD,4,5,0,8,16,0,3,3,1,0,0,0,0,0,"Rayburn, A L",40
2011,Spring,2011-sp,CPSC,352,Plant and Animal Genetics,LEC,1,32,1,2,33,2,3,20,2,0,4,0,1,0,"Diers, Brian W",101
2011,Spring,2011-sp,CPSC,412,Principles of Crop Advising,ONL,0,4,2,7,6,2,1,1,0,0,0,0,0,0,"Gray, Michael E",23
2011,Spring,2011-sp,CPSC,418,Crop Growth and Management,LCD,16,33,0,2,0,0,0,0,0,1,0,0,1,0,"Villamil, Maria B",53
2011,Spring,2011-sp,CPSC,431,Plants and Global Change,LEC,0,13,10,10,4,4,4,0,0,0,0,0,0,1,"Leakey, Andrew",45
2011,Spring,2011-sp,CPSC,440,Applied Statistical Methods I,LEC,3,36,3,12,18,2,3,4,0,1,3,0,1,0,"Bullock, Donald G",86
2011,Spring,2011-sp,CPSC,542,Applied Statistical Methods II,LEC,0,29,0,8,16,0,1,1,0,0,0,0,1,0,"Bullock, Donald G",56
2011,Spring,2011-sp,CPSC,588,Plant Biochemistry,ONL,1,10,4,4,2,0,0,0,0,0,0,0,0,0,"Briskin, Donald P",21
2011,Spring,2011-sp,CPSC,593,Soil Fert in Cropping Systems,ONL,0,27,0,0,5,0,0,1,0,0,0,0,0,0,"Brown, Howard M",33
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,9,6,5,7,5,2,2,1,1,1,0,0,0,0,"Gambill, Thomas N",39
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,8,9,9,3,5,0,3,0,1,0,1,1,1,0,"Gambill, Thomas N",41
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,7,7,9,5,1,3,4,0,1,0,1,0,0,0,"Gambill, Thomas N",38
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,16,6,6,0,3,5,1,1,0,0,0,2,0,0,"Gambill, Thomas N",40
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,9,8,1,6,3,7,4,0,1,1,0,0,1,0,"Gambill, Thomas N",41
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,8,9,7,4,4,4,0,2,0,0,0,0,0,0,"Gambill, Thomas N",38
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,6,10,6,5,5,1,3,1,0,0,0,0,0,0,"Gambill, Thomas N",37
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,6,9,6,7,5,2,0,2,0,1,1,1,0,0,"Gambill, Thomas N",40
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,7,9,10,4,3,3,1,0,1,0,0,0,1,0,"Gambill, Thomas N",39
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,10,9,8,4,2,1,1,1,2,0,0,1,0,0,"Gambill, Thomas N",39
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,10,12,5,3,3,1,0,0,1,1,1,1,1,0,"Gambill, Thomas N",39
2011,Spring,2011-sp,CS,101,Intro Computing: Engrg & Sci,LBD,10,9,6,4,3,4,0,4,1,0,0,2,0,0,"Gambill, Thomas N",43
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,2,4,5,4,7,3,5,4,1,1,2,0,0,0,"Lauterburg, Steven T",38
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,2,5,4,3,4,4,3,0,2,1,3,0,3,1,"Lauterburg, Steven T",34
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,1,6,2,4,9,2,6,3,3,1,0,0,1,1,"Lauterburg, Steven T",38
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,6,6,5,5,4,4,4,3,0,0,0,0,1,0,"Lauterburg, Steven T",38
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,2,8,8,2,4,3,1,3,0,1,2,1,0,0,"Lauterburg, Steven T",35
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,0,11,2,4,6,6,4,2,0,0,1,0,0,0,"Lauterburg, Steven T",36
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,3,8,8,2,6,3,0,4,3,0,3,0,0,0,"Lauterburg, Steven T",40
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,4,3,5,4,7,2,4,4,1,0,1,0,2,0,"Lauterburg, Steven T",37
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,1,5,3,7,6,1,3,6,1,0,1,0,1,1,"Lauterburg, Steven T",35
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,0,7,5,5,4,5,1,5,1,0,1,0,0,0,"Lauterburg, Steven T",34
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,6,6,4,2,10,4,1,3,0,1,2,1,0,0,"Lauterburg, Steven T",40
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,2,6,3,5,5,2,3,4,2,0,0,0,2,0,"Lauterburg, Steven T",34
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,0,5,4,3,10,5,1,3,0,0,2,0,3,1,"Lauterburg, Steven T",36
2011,Spring,2011-sp,CS,105,Intro Computing: Non-Tech,LBD,1,6,8,3,6,1,4,3,3,0,0,1,1,0,"Lauterburg, Steven T",37
2011,Spring,2011-sp,CS,125,Intro to Computer Science,LEC,27,41,31,26,4,16,8,9,10,0,8,0,9,4,"Angrave, Lawrence C",189
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,1,2,2,3,3,3,3,5,2,1,1,1,1,0,"Fleck, Margaret M",28
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,0,4,3,4,5,2,2,2,2,1,1,0,3,0,"Fleck, Margaret M",29
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,0,2,2,2,2,2,6,2,2,1,1,1,5,0,"Fleck, Margaret M",28
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,2,3,3,1,3,0,2,3,3,3,1,0,1,0,"Fleck, Margaret M",25
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,2,5,4,3,4,1,2,3,0,1,1,0,2,0,"Fleck, Margaret M",28
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,0,1,1,6,5,0,5,2,3,2,3,0,1,0,"Fleck, Margaret M",29
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,0,4,4,2,0,4,7,2,1,2,2,0,2,0,"Fleck, Margaret M",30
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,2,3,2,7,1,3,0,1,2,1,1,1,7,0,"Fleck, Margaret M",31
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,3,4,0,4,3,2,2,5,2,3,1,0,1,0,"Fleck, Margaret M",30
2011,Spring,2011-sp,CS,173,Discrete Structures,DIS,2,2,0,5,2,1,1,1,3,0,4,1,7,0,"Fleck, Margaret M",29
2011,Spring,2011-sp,CS,196,Freshman Honors,LCD,2,19,9,2,3,0,0,1,0,0,1,0,0,0,"Fleck, Margaret M",37
2011,Spring,2011-sp,CS,199,Undergraduate Open Seminar,LEC,0,21,0,0,0,0,0,0,0,0,3,0,0,0,"Angrave, Lawrence C",24
2011,Spring,2011-sp,CS,210,Ethical & Professional Issues,LCD,0,14,9,2,2,1,1,1,0,0,0,0,0,0,"Loui, Michael C",30
2011,Spring,2011-sp,CS,210,Ethical & Professional Issues,LCD,0,15,12,0,0,0,0,0,1,0,1,0,0,0,"Loui, Michael C",29
2011,Spring,2011-sp,CS,225,Data Structures,LEC,0,55,26,8,35,10,6,8,3,0,13,0,5,0,"Heeren, Cinda",169
2011,Spring,2011-sp,CS,225,Data Structures,LEC,0,17,9,4,14,1,3,6,2,0,5,0,2,2,"Heeren, Cinda",63
2011,Spring,2011-sp,CS,231,Computer Architecture I,LEC,8,28,7,14,39,15,13,25,8,0,8,0,11,0,"Kale, Laxmikant V",176
2011,Spring,2011-sp,CS,232,Computer Architecture II,LEC,7,34,26,18,24,12,4,5,4,0,0,0,0,4,"Kumar, Viraj",134
2011,Spring,2011-sp,CS,241,System Programming,LEC,3,13,10,8,27,11,4,13,5,8,14,7,12,3,"Kravets, Robin H",135
2011,Spring,2011-sp,CS,242,Programming Studio,LEC,3,25,26,14,18,5,1,3,0,0,3,0,0,0,"Woodley, Michael J",98
2011,Spring,2011-sp,CS,357,Numerical Methods I,LCD,14,28,25,31,28,5,15,10,4,2,5,0,1,0,"Gambill, Thomas N",168
2011,Spring,2011-sp,CS,373,Theory of Computation,LEC,5,19,6,10,19,13,7,14,5,0,6,0,1,2,"Lavalle, Steven M",105
2011,Spring,2011-sp,CS,410,Text Information Systems,LEC,10,17,8,0,8,7,0,1,0,0,0,0,1,0,"Zhai, Chengxiang",52
2011,Spring,2011-sp,CS,411,Database Systems,LCD,8,26,36,21,36,33,7,8,4,1,1,1,2,2,"Chang, Kevin C",184
2011,Spring,2011-sp,CS,414,Multimedia Systems,LCD,3,11,4,2,6,3,1,3,1,0,2,0,0,0,"Nahrstedt, Klara",36
2011,Spring,2011-sp,CS,418,Interactive Computer Graphics,LEC,5,17,11,2,14,0,4,0,0,0,1,0,1,0,"Hart, John C",55
2011,Spring,2011-sp,CS,421,Progrmg Languages & Compilers,LCD,4,45,11,3,27,4,5,25,6,2,1,0,3,2,"Kamin, Samuel N",136
2011,Spring,2011-sp,CS,423,Operating Systems Design,LCD,4,8,2,9,4,0,3,2,1,0,0,0,0,0,"Gunter, Elsa",33
2011,Spring,2011-sp,CS,425,Distributed Systems,LCD,2,16,5,2,11,3,3,1,0,0,0,0,0,1,"Vaidya, Nitin H",43
2011,Spring,2011-sp,CS,428,Software Engineering II,LCD,2,8,7,5,1,1,0,0,0,0,0,0,0,0,"Johnson, Ralph E",24
2011,Spring,2011-sp,CS,429,"Software Engineering II, ACP",LCD,4,20,16,15,10,6,1,0,0,0,0,0,0,0,"Johnson, Ralph E",72
2011,Spring,2011-sp,CS,431,Embedded Systems,LEC,3,3,4,8,4,6,0,11,0,0,2,0,1,0,"Caccamo, Marco",42
2011,Spring,2011-sp,CS,433,Computer System Organization,ONL,0,0,3,5,9,1,0,1,1,2,0,0,0,1,"Adve, Sarita V",22
2011,Spring,2011-sp,CS,433,Computer System Organization,LCD,0,7,11,13,4,0,1,1,0,0,1,0,0,0,"Adve, Sarita V",38
2011,Spring,2011-sp,CS,438,Communication Networks,LCD,2,4,4,6,3,3,0,4,1,1,2,2,3,0,"Godfrey, Philip B",35
2011,Spring,2011-sp,CS,440,Artificial Intelligence,LCD,2,11,12,16,13,12,10,7,1,4,3,0,1,2,"Hockenmaier, Julia C",92
2011,Spring,2011-sp,CS,450,Numerical Analysis,LCD,1,6,11,6,5,2,1,4,2,0,0,2,0,0,"Olson, Luke",40
2011,Spring,2011-sp,CS,457,Numerical Methods II,LEC,1,8,0,0,2,0,3,2,6,0,0,0,2,0,"Gropp, William D",24
2011,Spring,2011-sp,CS,460,Security Laboratory,LEC,0,24,7,3,1,0,0,3,1,0,1,0,1,0,"Hinrichs, Susan",41
2011,Spring,2011-sp,CS,466,Introduction to Bioinformatics,LCD,1,9,2,6,4,2,0,0,0,0,0,0,0,0,"Sinha, Saurabh",24
2011,Spring,2011-sp,CS,473,Fundamental Algorithms,LEC,1,9,7,13,9,13,13,15,9,6,4,1,3,0,"Har-Peled, Sariel",103
2011,Spring,2011-sp,CS,493,"Senior Project II, ACP",LCD,1,17,11,0,11,0,0,0,0,0,0,0,0,0,"Woodley, Michael J",40
2011,Spring,2011-sp,CS,498,Special Topics,LEC,2,11,13,5,3,1,0,0,0,0,0,0,0,0,"Garnett, Guy E",35
2011,Spring,2011-sp,CS,525,Advanced Distributed Systems,LEC,3,8,11,5,0,1,0,0,0,0,0,0,0,0,"Gupta, Indranil",28
2011,Spring,2011-sp,CS,533,Parallel Computer Architecture,LCD,6,12,6,4,5,0,0,2,0,0,0,0,0,0,"Torrellas, Josep",35
2011,Spring,2011-sp,CS,546,Machine Learning in NLP,LEC,0,20,0,0,1,0,0,0,0,0,0,0,0,0,"Roth, Dan",21
2011,Spring,2011-sp,CWL,114,Global Consciousness and Lit,LCD,68,39,14,16,19,13,1,8,5,1,2,0,2,0,"Hassan, Wail S",188
2011,Spring,2011-sp,CWL,190,Lit of Asia & Africa II,LEC,0,5,3,7,3,2,0,2,1,0,1,0,0,0,"Stein, Faith",24
2011,Spring,2011-sp,CWL,208,Lits & Cultures of South Asia,LCD,11,12,4,0,2,1,0,0,0,0,0,0,0,0,"Mehta, Rini B",30
2011,Spring,2011-sp,CWL,450,Topics in Bodies and Genders,LCD,0,13,1,6,2,0,0,0,0,0,0,0,0,0,"Hilger, Stephanie M",22
2011,Spring,2011-sp,DANC,100,Intro to Contemporary Dance,PKG,11,16,1,1,1,0,0,0,0,0,0,0,0,0,"Hartland, Elizabeth B",30
2011,Spring,2011-sp,DANC,100,Intro to Contemporary Dance,PKG,19,7,1,1,0,0,0,0,0,0,0,0,0,0,"Walter, Rebecca M",28
2011,Spring,2011-sp,DANC,100,Intro to Contemporary Dance,PKG,0,20,5,1,1,0,0,0,1,0,0,0,0,0,"Aldrich, Hallie E",28
2011,Spring,2011-sp,DANC,101,Modern Dance I,LAB,19,8,0,2,0,1,0,0,0,0,0,0,1,0,"Pastrana Santia, Nibia M",31
2011,Spring,2011-sp,DANC,101,Contact Improvisation I,LAB,5,9,5,5,2,0,0,0,0,0,0,0,0,1,"Totzke, Tami R",26
2011,Spring,2011-sp,DANC,105,Jazz Dance I,LAB,1,15,4,0,1,0,0,0,0,0,0,0,0,0,"Nettl-Fiol, Rebecca C",21
2011,Spring,2011-sp,DANC,105,Hip Hop I,LAB,2,20,1,2,1,0,0,0,0,0,0,0,0,0,"Oliver, Cynthia",26
2011,Spring,2011-sp,DANC,106,Jazz Dance II,LAB,20,1,0,0,2,1,0,0,0,0,0,0,0,2,"Ribeiro da Silv, Claudio",24
2011,Spring,2011-sp,DANC,107,Ballet I,LAB,21,0,0,2,0,0,0,1,0,0,1,0,0,0,"Ribeiro da Silv, Claudio",25
2011,Spring,2011-sp,DANC,109,Ballet III,LAB,6,10,6,1,0,0,0,0,0,0,0,0,0,0,"Hook, Sara",23
2011,Spring,2011-sp,DANC,260,Intermediate Modern Tech Core,LAB,0,10,6,1,3,1,0,0,0,0,0,0,1,0,"Lehovec, Linda M",22
2011,Spring,2011-sp,DANC,266,Intermediate Ballet Tech Core,LAB,1,5,7,3,4,0,0,1,0,0,0,0,0,0,"Dayger, John",21
2011,Spring,2011-sp,DANC,340,Dancing Black Popular Cult,LEC,2,7,4,7,6,1,0,0,0,0,0,0,0,2,"Oliver, Cynthia",27
2011,Spring,2011-sp,DANC,366,Int/Adv Ballet Tech Core,LAB,0,9,5,5,2,2,0,0,0,0,0,0,0,0,"Choate-Heretoiu, Catrina",23
2011,Spring,2011-sp,EALC,250,Intro to Japanese Culture,LEC,0,24,17,26,52,15,20,16,5,5,2,1,0,0,"Ruppert, Brian D",183
2011,Spring,2011-sp,EALC,275,Masterpieces of East Asian Lit,DIS,0,10,5,2,0,1,0,3,1,0,0,0,0,0,"Wheeler, John B",22
2011,Spring,2011-sp,EALC,415,Mod Japan Lit in Translation,LCD,0,8,8,6,2,3,1,0,0,0,0,0,0,0,"Tierney, Robert",28
2011,Spring,2011-sp,ECE,101,Exploring Digital Info Technol,LEC,4,5,6,4,1,2,1,0,1,1,0,0,2,0,"Schmitz, Christopher",27
2011,Spring,2011-sp,ECE,110,Intro Elec & Computer Engrg,LEC,6,18,12,16,14,10,5,15,16,5,3,2,6,1,"Haken, Lippold",128
2011,Spring,2011-sp,ECE,110,Intro Elec & Computer Engrg,LEC,8,23,22,17,20,10,9,13,5,2,2,0,6,0,"Brunet, Marie-Christine",137
2011,Spring,2011-sp,ECE,110,Intro Elec & Computer Engrg,LEC,1,11,15,13,8,13,17,18,11,3,7,1,7,1,"Frizzell, Leon A",125
2011,Spring,2011-sp,ECE,190,Intro to Computing Systems,LCD,2,16,11,9,11,2,10,6,3,4,6,2,7,0,"Hu, Yih-Chun",89
2011,Spring,2011-sp,ECE,190,Intro to Computing Systems,LCD,4,11,11,9,9,12,6,4,5,2,1,8,4,4,"Kindratenko, Volodymyr",86
2011,Spring,2011-sp,ECE,190,Intro to Computing Systems,LCD,0,12,6,5,8,6,2,6,6,0,3,2,6,0,"Kindratenko, Volodymyr",62
2011,Spring,2011-sp,ECE,205,Elec & Electronic Circuits,LEC,6,34,11,18,20,17,15,23,11,0,4,0,4,3,"Zhang, Jianhua",163
2011,Spring,2011-sp,ECE,205,Elec & Electronic Circuits,LEC,2,20,9,9,23,9,16,15,7,0,4,0,0,0,"Choi, Hyungsoo",114
2011,Spring,2011-sp,ECE,206,Elec & Electronic Circuits Lab,LAB,0,13,3,2,4,1,0,0,0,0,0,0,2,0,"Zhang, Jianhua",25
2011,Spring,2011-sp,ECE,206,Elec & Electronic Circuits Lab,LAB,0,11,4,7,1,2,0,0,0,0,0,0,0,0,"Zhang, Jianhua",25
2011,Spring,2011-sp,ECE,206,Elec & Electronic Circuits Lab,LAB,0,14,3,0,4,0,0,0,0,0,0,0,0,0,"Zhang, Jianhua",21
2011,Spring,2011-sp,ECE,206,Elec & Electronic Circuits Lab,LAB,1,9,7,5,2,1,0,0,0,0,0,0,0,0,"Zhang, Jianhua",25
2011,Spring,2011-sp,ECE,206,Elec & Electronic Circuits Lab,LAB,0,14,4,5,0,1,0,0,0,0,0,0,0,0,"Zhang, Jianhua",24
2011,Spring,2011-sp,ECE,206,Elec & Electronic Circuits Lab,LAB,1,8,4,5,3,2,0,0,0,0,1,0,0,0,"Zhang, Jianhua",24
2011,Spring,2011-sp,ECE,210,Analog Signal Processing,LEC,8,8,2,1,9,0,3,6,1,2,0,0,0,0,"Basar, Tangul",40
2011,Spring,2011-sp,ECE,210,Analog Signal Processing,LEC,2,10,3,2,8,2,7,15,4,2,0,0,0,0,"Schutt-Aine, Jose E",55
2011,Spring,2011-sp,ECE,210,Analog Signal Processing,LEC,10,8,1,1,19,0,10,15,4,7,0,0,3,1,"Eden, James G",78
2011,Spring,2011-sp,ECE,210,Analog Signal Processing,LEC,5,5,5,2,8,0,6,11,5,2,0,0,3,0,"Trick, Timothy N",52
2011,Spring,2011-sp,ECE,290,Computer Engineering I,LEC,4,17,13,14,16,10,11,9,9,0,6,0,4,0,"Vasudevan, Shobha",113
2011,Spring,2011-sp,ECE,290,Computer Engineering I,LEC,6,23,12,11,13,6,14,8,4,2,1,0,0,2,"Chan, Sao-Jie",100
2011,Spring,2011-sp,ECE,307,Techniques for Engrg Decisions,LEC,1,1,7,6,1,5,1,0,0,0,0,0,0,2,"Gross, George",22
2011,Spring,2011-sp,ECE,313,Probability with Engrg Applic,DIS,3,4,2,4,4,2,4,7,0,2,1,1,0,0,"Alvarez, Juan",34
2011,Spring,2011-sp,ECE,313,Probability with Engrg Applic,DIS,2,3,2,2,8,2,3,7,4,3,2,2,2,1,"Milenkovic, Olgica",42
2011,Spring,2011-sp,ECE,313,Probability with Engrg Applic,DIS,2,4,7,0,5,4,4,4,1,3,2,2,2,0,"Hutchinson, Seth A",40
2011,Spring,2011-sp,ECE,313,Probability with Engrg Applic,DIS,1,3,3,5,1,1,2,10,2,6,1,0,1,0,"Milenkovic, Olgica",36
2011,Spring,2011-sp,ECE,316,Ethics and Engineering,LCD,0,11,9,3,1,0,0,0,2,0,0,0,0,2,"Hillmer, Philip M",26
2011,Spring,2011-sp,ECE,316,Ethics and Engineering,LCD,0,3,8,5,5,2,0,1,0,0,0,0,0,0,"Hillmer, Philip M",24
2011,Spring,2011-sp,ECE,329,Fields and Waves I,DIS,7,8,3,3,8,2,6,3,2,0,1,1,3,1,"Goddard, Lynford L",47
2011,Spring,2011-sp,ECE,329,Fields and Waves I,DIS,4,7,5,4,2,2,6,3,6,2,1,1,2,0,"Kim, Kyekyoon",45
2011,Spring,2011-sp,ECE,329,Fields and Waves I,DIS,6,6,2,7,5,1,6,0,2,0,1,0,1,0,"Kim, Kyekyoon",37
2011,Spring,2011-sp,ECE,329,Fields and Waves I,DIS,3,6,1,2,2,1,2,1,4,2,2,1,7,0,"Peck, Timothy L",34
2011,Spring,2011-sp,ECE,333,Green Electric Energy,LEC,2,25,5,0,35,1,0,8,0,0,1,0,0,0,"Dominguez-Garci, Alejandr",77
2011,Spring,2011-sp,ECE,333,Green Electric Energy,LEC,2,21,3,0,29,3,0,12,0,0,2,0,0,0,"Rogers, Katherine M",72
2011,Spring,2011-sp,ECE,380,Biomedical Imaging,LEC,6,6,3,1,9,3,3,5,3,0,1,0,0,0,"Boppart, Stephen A",40
2011,Spring,2011-sp,ECE,385,Digital Systems Laboratory,LEC,2,32,38,24,19,10,3,1,1,0,2,0,0,0,"Chan, Sao-Jie",132
2011,Spring,2011-sp,ECE,391,Computer Systems Engineering,LEC,7,14,8,11,6,5,4,3,5,2,6,0,4,0,"Borisov, Nikita",75
2011,Spring,2011-sp,ECE,395,Advanced Digital Projects Lab,PKG,0,14,9,6,1,1,0,0,0,0,0,0,0,0,"Haken, Lippold",31
2011,Spring,2011-sp,ECE,410,Digital Signal Processing I,LCD,7,10,14,9,15,6,2,2,2,1,2,10,0,0,"Singer, Andrew C",80
2011,Spring,2011-sp,ECE,410,Digital Signal Processing I,LCD,0,3,4,2,6,4,1,0,1,3,2,4,2,0,"Shanbhag, Naresh R",32
2011,Spring,2011-sp,ECE,411,Computer Organization & Design,LEC,1,16,7,3,7,6,1,5,4,1,1,0,4,0,"Kumar, Rakesh",56
2011,Spring,2011-sp,ECE,420,Digital Signal Processing Lab,LEC,7,5,5,2,2,0,0,0,0,0,0,0,0,0,"Levinson, Stephen E",21
2011,Spring,2011-sp,ECE,430,Power Ckts & Electromechanics,DIS,1,6,7,11,15,6,6,9,5,2,3,3,0,0,"Bazzi, Ali M",74
2011,Spring,2011-sp,ECE,430,Power Ckts & Electromechanics,DIS,2,4,2,4,3,2,6,2,1,0,1,0,0,0,"Amrhein, Marco",27
2011,Spring,2011-sp,ECE,431,Electric Machinery,LEC,1,11,7,8,12,3,4,5,1,0,1,1,0,0,"Bazzi, Ali M",54
2011,Spring,2011-sp,ECE,440,Solid State Electronic Devices,DIS,8,10,4,5,8,5,5,7,8,0,4,0,3,0,"Liu, Gang L",67
